,SPA,WAC,corpus,modelname,numTest,numTrain,testRole,trainRole
0,31.897837434750187,58.369977712186014,Other_Basque_Utterance.csv,BigramLearner,5364,48139,Adult,Adult
0,34.04175988068606,62.3275706282754,Other_Basque_Utterance.csv,TrigramLearner,5364,48139,Adult,Adult
0,49.328859060402685,70.51382446840552,Other_Basque_Utterance.csv,AdjLearner,5364,48139,Adult,Adult
0,46.62565249813572,66.19480754171435,Other_Basque_Utterance.csv,ProminenceLearner,5364,48139,Adult,Adult
0,57.32662192393736,74.96536353231733,Other_Basque_Utterance.csv,AdjPromLearner,5364,48139,Adult,Adult
0,23.62736302076639,35.84881964604963,Other_Basque_Utterance.csv,ChanceLearner,30859,53503,Target_Child,Adult
0,26.507663890599176,33.57619754133107,Other_Basque_Utterance.csv,BigramLearner,30859,53503,Target_Child,Adult
0,24.790174665413655,25.695474777448073,Other_Basque_Utterance.csv,TrigramLearner,30859,53503,Target_Child,Adult
0,29.66395541009106,36.93567189487071,Other_Basque_Utterance.csv,AdjLearner,30859,53503,Target_Child,Adult
0,18.24751288116919,31.73219584569733,Other_Basque_Utterance.csv,ProminenceLearner,30859,53503,Target_Child,Adult
0,30.80462749927088,39.557280627384486,Other_Basque_Utterance.csv,AdjPromLearner,30859,53503,Target_Child,Adult
0,12.255114244072411,28.282440584108922,Spanish_FernAguado_Marta_Utterance.csv,ChanceLearner,222,2098,Adult,Adult
0,40.090090090090094,70.77577045696069,Spanish_FernAguado_Marta_Utterance.csv,BigramLearner,222,2098,Adult,Adult
0,42.34234234234234,77.1519659936238,Spanish_FernAguado_Marta_Utterance.csv,TrigramLearner,222,2098,Adult,Adult
0,58.55855855855856,79.48990435706695,Spanish_FernAguado_Marta_Utterance.csv,AdjLearner,222,2098,Adult,Adult
0,49.549549549549546,71.30712008501594,Spanish_FernAguado_Marta_Utterance.csv,ProminenceLearner,222,2098,Adult,Adult
0,58.108108108108105,80.87141339001063,Spanish_FernAguado_Marta_Utterance.csv,AdjPromLearner,222,2098,Adult,Adult
0,14.668339961285712,29.785865439241682,Spanish_FernAguado_Marta_Utterance.csv,ChanceLearner,1968,2320,Target_Child,Adult
0,26.524390243902438,40.36324207102196,Spanish_FernAguado_Marta_Utterance.csv,BigramLearner,1968,2320,Target_Child,Adult
0,22.96747967479675,23.93602602331255,Spanish_FernAguado_Marta_Utterance.csv,TrigramLearner,1968,2320,Target_Child,Adult
0,28.353658536585368,42.69449715370019,Spanish_FernAguado_Marta_Utterance.csv,AdjLearner,1968,2320,Target_Child,Adult
0,19.51219512195122,39.306044998644616,Spanish_FernAguado_Marta_Utterance.csv,ProminenceLearner,1968,2320,Target_Child,Adult
0,27.74390243902439,44.51070750880998,Spanish_FernAguado_Marta_Utterance.csv,AdjPromLearner,1968,2320,Target_Child,Adult
0,15.389993065627035,31.62388089807444,Spanish_FernAguado_Inaki_Utterance.csv,ChanceLearner,165,1467,Adult,Adult
0,49.09090909090909,72.75985663082437,Spanish_FernAguado_Inaki_Utterance.csv,BigramLearner,165,1467,Adult,Adult
0,51.515151515151516,74.73118279569893,Spanish_FernAguado_Inaki_Utterance.csv,TrigramLearner,165,1467,Adult,Adult
0,56.96969696969697,77.95698924731182,Spanish_FernAguado_Inaki_Utterance.csv,AdjLearner,165,1467,Adult,Adult
0,52.72727272727273,73.11827956989248,Spanish_FernAguado_Inaki_Utterance.csv,ProminenceLearner,165,1467,Adult,Adult
